time (s)	magNum	magX	magY	magZ
4360.208544	0.000000	-195.762695	-92.931641	-2.681641	1.000000	-72.022461	-130.628906	-9.876953	2.000000	-464.407227	116.547852	305.193359	3.000000	-52.317383	-16.304687	-27.477539
4360.229551	0.000000	-205.821289	-96.251953	1.712891	1.000000	-75.147461	-137.562500	-7.337891	2.000000	-466.360352	134.907227	317.400391	3.000000	-54.465820	-16.304687	-27.965820
4360.249145	0.000000	-217.247070	-99.181641	6.595703	1.000000	-77.784180	-144.886719	-5.091797	2.000000	-468.997070	154.243164	332.341797	3.000000	-56.614258	-16.402344	-28.551758
4360.267550	0.000000	-229.454102	-103.283203	11.966797	1.000000	-81.202148	-153.382812	-2.259766	2.000000	-470.461914	175.727539	347.869141	3.000000	-59.153320	-16.890625	-28.649414
4360.287095	0.000000	-245.860352	-108.166016	20.462891	1.000000	-84.913086	-164.125000	2.330078	2.000000	-470.559570	203.364258	367.107422	3.000000	-62.961914	-17.183594	-29.137695
4360.305506	0.000000	-264.415039	-113.146484	30.716797	1.000000	-88.721680	-176.820312	7.701172	2.000000	-467.336914	233.442383	385.857422	3.000000	-67.063477	-17.671875	-29.235352
4360.325059	0.000000	-287.657227	-119.689453	45.365234	1.000000	-93.409180	-192.933594	15.318359	2.000000	-459.329102	270.356445	406.951172	3.000000	-72.043945	-18.160156	-28.844727
4360.344534	0.000000	-314.512695	-126.330078	63.919922	1.000000	-97.120117	-210.804687	24.205078	2.000000	-446.243164	309.321289	428.240234	3.000000	-78.098633	-18.746094	-28.844727
4360.365543	0.000000	-347.227539	-134.728516	88.822266	1.000000	-100.635742	-232.386719	35.533203	2.000000	-425.540039	353.168945	449.333984	3.000000	-85.520508	-19.136719	-28.747070
4360.385119	0.000000	-381.114258	-142.833984	118.119141	1.000000	-102.588867	-254.750000	48.033203	2.000000	-399.758789	393.891602	467.205078	3.000000	-92.844727	-20.015625	-28.454102
4360.403520	0.000000	-416.661133	-151.232422	153.373047	1.000000	-103.467773	-278.089844	62.291016	2.000000	-367.922852	431.684570	479.216797	3.000000	-101.926758	-20.406250	-27.868164
4360.423085	0.000000	-459.239258	-159.044922	200.638672	1.000000	-102.491211	-306.703125	81.236328	2.000000	-325.344727	469.672852	484.197266	3.000000	-112.083008	-21.089844	-26.793945
4360.441490	0.000000	-502.305664	-164.123047	258.060547	1.000000	-98.389648	-336.488281	103.111328	2.000000	-277.297852	501.508789	479.998047	3.000000	-123.704102	-21.089844	-24.547852
4360.461038	0.000000	-549.668945	-166.076172	334.427734	1.000000	-90.381836	-370.570312	131.236328	2.000000	-220.754883	527.094727	464.763672	3.000000	-138.547852	-20.796875	-21.520508
4360.481609	0.000000	-596.934570	-161.193359	432.083984	1.000000	-74.952148	-407.191406	164.634766	2.000000	-158.157227	542.817383	439.275391	3.000000	-155.833008	-19.820312	-16.735352
4360.501150	0.000000	-635.313477	-151.232422	541.556641	1.000000	-53.370117	-440.199219	197.935547	2.000000	-100.051758	545.942383	407.830078	3.000000	-174.290039	-18.355469	-11.364258
4360.519513	0.000000	-660.313477	-133.556641	659.427734	1.000000	-26.026367	-467.933594	229.966797	2.000000	-48.489258	539.399414	374.431641	3.000000	-194.211914	-16.597656	-3.649414
